P_CODE,FOKONTANY_,FKT_BNGRC_,C_FKT_BNGR,COM_PCODE,C_CODE_BNG,COMMUNE_NA,BNGRC_COM_,DIST_PCODE,DISTRICT_N,BNGRC_D_CO,BNGRC_DIS_,DIS_FKT,REG_PCODE,REGION_NAM,BNGRC_R_CO,BNGRC_REG_,REG_FKT_SH,PROV_CODE,OLD_PROVIN,MILIEU,OLD_DISTRI,SOURCE,Shape_Leng,Shape_Area,POP_GEOAPP,POP_GEOA_1,POP_GEOA_2,POP_GEOA_3,POP_GEOA_4,POP_GEOA_5,POP_GEOA_6,POP_GEOA_7,POP_GEOA_8,POP_GEOA_9,POP_GEOA10,POP_GEOA11,POP_GEOA12,POP_GEOA13,POP_GEOA14,POP_GEOA15,POP_GEOA16,POP_GEOA17,POP_GEOA18,name,liste_hopital,nb_hopital
MDG11117210002,Tsararirinina,TSARARIRININA,"117210002",MDG11117210,"117210",Soalandy,SOALANDY,MDG11117,Antananarivo Atsimondrano,132.00000000000,ANTANANARIVO ATSIMONDRANO,ANTANANARIVO ATSIMONDRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.02058814518,0.00002585926,MG,Madagascar,MG11,Analamanga,MG11117,Antananarivo Atsimondrano,MG11117210,Soalandy,MG11117210002,613.000000000000000,630.000000000000000,647.000000000000000,665.000000000000000,683.000000000000000,702.000000000000000,721.000000000000000,740.000000000000000,760.000000000000000,781.000000000000000,,,0
MDG11104230007,Soavina,SOAVINA,"104230007",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.25906825000,0.00217587923,MG,Madagascar,MG23,Vatovavy Fitovinany,MG23207,Nosy-Varika,MG23207130,Soavina,MG23207130001,1278.000000000000000,1313.000000000000000,1349.000000000000000,1386.000000000000000,1424.000000000000000,1463.000000000000000,1502.000000000000000,1543.000000000000000,1584.000000000000000,1627.000000000000000,,,0
MDG11104230005,Avaratrambato,AVARATRAMBATO,"104230005",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.15442109123,0.00080177361,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230005,576.000000000000000,592.000000000000000,608.000000000000000,625.000000000000000,642.000000000000000,659.000000000000000,677.000000000000000,695.000000000000000,714.000000000000000,733.000000000000000,,,0
MDG11104230001,Miantso Lovasoa,MIANTSO LOVASOA,"104230001",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.12207079810,0.00090844844,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230001,1430.000000000000000,1469.000000000000000,1510.000000000000000,1551.000000000000000,1594.000000000000000,1637.000000000000000,1681.000000000000000,1726.000000000000000,1773.000000000000000,1821.000000000000000,,,0
MDG11104230012,Mandriankeniheny,MANDRIANKENIHENY,"104230012",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.15955028427,0.00117013966,MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,MG14119032,Morarano Maritampona,MG14119032015,775.000000000000000,796.000000000000000,818.000000000000000,841.000000000000000,864.000000000000000,887.000000000000000,911.000000000000000,936.000000000000000,961.000000000000000,987.000000000000000,,,0
MDG11115150005,Ambohimamory,AMBOHIMAMORY,"115150005",MDG11115150,"115150",Sabotsy Manjakavahoaka,SABOTSY MANJAKAVAHOAKA,MDG11115,Andramasina,125.00000000000,ANDRAMASINA,ANDRAMASINA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.13057981341,0.00080620258,MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,MG14111051,Ambatolampy,MG14111051004,951.000000000000000,977.000000000000000,1004.000000000000000,1032.000000000000000,1060.000000000000000,1088.000000000000000,1118.000000000000000,1148.000000000000000,1179.000000000000000,1211.000000000000000,,,0
MDG11115150004,Mangabe,MANGABE,"115150004",MDG11115150,"115150",Sabotsy Manjakavahoaka,SABOTSY MANJAKAVAHOAKA,MDG11115,Andramasina,125.00000000000,ANDRAMASINA,ANDRAMASINA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.11559912894,0.00058718662,MG,Madagascar,MG71,Diana,MG71719,Ambanja,MG71719091,Antranokarany,MG71719091006,1702.000000000000000,1749.000000000000000,1797.000000000000000,1846.000000000000000,1897.000000000000000,1948.000000000000000,2001.000000000000000,2055.000000000000000,2110.000000000000000,2167.000000000000000,,,0
MDG11104230011,Andrefambato,ANDREFAMBATO,"104230011",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.12137872126,0.00061059358,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230011,533.000000000000000,548.000000000000000,563.000000000000000,578.000000000000000,594.000000000000000,610.000000000000000,627.000000000000000,643.000000000000000,661.000000000000000,679.000000000000000,,,0
MDG11115150006,Ambohitrandriana,AMBOHITRANDRIANA,"115150006",MDG11115150,"115150",Sabotsy Manjakavahoaka,SABOTSY MANJAKAVAHOAKA,MDG11115,Andramasina,125.00000000000,ANDRAMASINA,ANDRAMASINA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.16972956239,0.00140887308,MG,Madagascar,MG71,Diana,MG71719,Ambanja,MG71719232,Ambohitrandriana,MG71719232001,1141.000000000000000,1172.000000000000000,1205.000000000000000,1238.000000000000000,1271.000000000000000,1306.000000000000000,1341.000000000000000,1377.000000000000000,1415.000000000000000,1453.000000000000000,,,0
MDG11102079004,Ambohitrinimanga,AMBOHITRINIMANGA,"102079004",MDG11102079,"102079",Sabotsy Namehana,SABOTSY NAMEHANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07977416600,0.00024192446,MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079004,2147.000000000000000,2206.000000000000000,2267.000000000000000,2329.000000000000000,2392.000000000000000,2457.000000000000000,2524.000000000000000,2592.000000000000000,2662.000000000000000,2734.000000000000000,,,0
MDG11102079005,Faravohitra,FARAVOHITRA,"102079005",MDG11102079,"102079",Sabotsy Namehana,SABOTSY NAMEHANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.02599171398,0.00004603922,MG,Madagascar,MG33,Alaotra Mangoro,MG33317,Anosibe-An'ala,MG33317011,Anosibe An'ala,MG33317011005,849.000000000000000,872.000000000000000,896.000000000000000,921.000000000000000,946.000000000000000,972.000000000000000,998.000000000000000,1025.000000000000000,1053.000000000000000,1081.000000000000000,,,0
MDG11115150003,Mananjara,MANANJARA,"115150003",MDG11115150,"115150",Sabotsy Manjakavahoaka,SABOTSY MANJAKAVAHOAKA,MDG11115,Andramasina,125.00000000000,ANDRAMASINA,ANDRAMASINA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06357127319,0.00019713020,MG,Madagascar,MG22,Amoron I Mania,MG22202,Ambatofinandrahana,MG22202110,Ambatomifanongoa,MG22202110004,2903.000000000000000,2983.000000000000000,3065.000000000000000,3149.000000000000000,3235.000000000000000,3323.000000000000000,3412.000000000000000,3504.000000000000000,3599.000000000000000,3696.000000000000000,,,0
MDG11102079008,Ambohibary,AMBOHIBARY,"102079008",MDG11102079,"102079",Sabotsy Namehana,SABOTSY NAMEHANA,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.04582705669,0.00009591124,MG,Madagascar,MG72,Sava,MG72711,Sambava,MG72711230,Anjangoveratra,MG72711230017,426.000000000000000,438.000000000000000,450.000000000000000,462.000000000000000,475.000000000000000,488.000000000000000,501.000000000000000,514.000000000000000,528.000000000000000,542.000000000000000,,,0
MDG11106170003,Maharidaza,MAHARIDAZA,"106170003",MDG11106170,"106170",Nandihizana,NANDIHIZANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07983904694,0.00034585668,MG,Madagascar,MG33,Alaotra Mangoro,MG33312,Amparafaravola,MG33312071,Morarano Chrome,MG33312071002,1890.000000000000000,1942.000000000000000,1996.000000000000000,2050.000000000000000,2106.000000000000000,2163.000000000000000,2222.000000000000000,2282.000000000000000,2343.000000000000000,2406.000000000000000,,,0
MDG11106170004,Ankadiefajoro,ANKADIEFAJORO,"106170004",MDG11106170,"106170",Nandihizana,NANDIHIZANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.04994408369,0.00011098363,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106170,Nandihizana,MG11106170004,304.000000000000000,312.000000000000000,321.000000000000000,330.000000000000000,339.000000000000000,348.000000000000000,357.000000000000000,367.000000000000000,377.000000000000000,387.000000000000000,,,0
MDG11106390015,Antanetibe Vi,ANTANETIBE VI,"106390015",MDG11106390,"106390",Sadabe,SADABE,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.17134135294,0.00084998839,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106390,Sadabe,MG11106390015,559.000000000000000,574.000000000000000,590.000000000000000,606.000000000000000,623.000000000000000,640.000000000000000,657.000000000000000,675.000000000000000,693.000000000000000,712.000000000000000,,,0
MDG11106170006,Nanelezana,NANELEZANA,"106170006",MDG11106170,"106170",Nandihizana,NANDIHIZANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.15170960584,0.00065341896,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106170,Nandihizana,MG11106170006,584.000000000000000,600.000000000000000,617.000000000000000,634.000000000000000,651.000000000000000,668.000000000000000,686.000000000000000,705.000000000000000,724.000000000000000,744.000000000000000,,,0
MDG11106150009,Ambohitsinanana,AMBOHITSINANANA,"106150009",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.13429631814,0.00076011538,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150009,930.000000000000000,956.000000000000000,982.000000000000000,1009.000000000000000,1036.000000000000000,1064.000000000000000,1093.000000000000000,1123.000000000000000,1153.000000000000000,1184.000000000000000,,,0
MDG11106150010,Ambazaha,AMBAZAHA,"106150010",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06822840941,0.00021289938,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150010,684.000000000000000,703.000000000000000,722.000000000000000,742.000000000000000,762.000000000000000,783.000000000000000,804.000000000000000,826.000000000000000,848.000000000000000,871.000000000000000,,,0
MDG11106150001,Ambohitsoabe,AMBOHITSOABE,"106150001",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06005201753,0.00016899623,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150001,1375.000000000000000,1413.000000000000000,1452.000000000000000,1492.000000000000000,1532.000000000000000,1574.000000000000000,1616.000000000000000,1660.000000000000000,1705.000000000000000,1751.000000000000000,,,0
MDG11106150004,Ambodifahitra,AMBODIFAHITRA,"106150004",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07401579355,0.00017389513,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150004,280.000000000000000,288.000000000000000,296.000000000000000,304.000000000000000,312.000000000000000,320.000000000000000,329.000000000000000,338.000000000000000,347.000000000000000,357.000000000000000,,,0
MDG11106150007,Ambohinofono,AMBOHINOFONO,"106150007",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08754558024,0.00023704862,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150007,465.000000000000000,478.000000000000000,491.000000000000000,504.000000000000000,518.000000000000000,532.000000000000000,547.000000000000000,561.000000000000000,576.000000000000000,592.000000000000000,,,0
MDG11106150006,Ambohitrombalahy,AMBOHITROMBALAHY,"106150006",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.10267014235,0.00035051082,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150006,887.000000000000000,911.000000000000000,937.000000000000000,962.000000000000000,988.000000000000000,1015.000000000000000,1043.000000000000000,1071.000000000000000,1100.000000000000000,1129.000000000000000,,,0
MDG11106150008,Merinarivo,MERINARIVO,"106150008",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.05237921506,0.00012567765,MG,Madagascar,MG13,Itasy,MG13105,Arivonimamo,MG13105230,Ambohimandry,MG13105230015,613.000000000000000,630.000000000000000,647.000000000000000,665.000000000000000,683.000000000000000,702.000000000000000,721.000000000000000,740.000000000000000,760.000000000000000,781.000000000000000,,,0
MDG11106150011,Mioridrano,MIORIDRANO,"106150011",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.10588121639,0.00039549021,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150011,791.000000000000000,813.000000000000000,835.000000000000000,858.000000000000000,881.000000000000000,905.000000000000000,930.000000000000000,955.000000000000000,981.000000000000000,1007.000000000000000,,,0
MDG11104230002,Tafaina,TAFAINA,"104230002",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.21827217699,0.00227165935,MG,Madagascar,MG14,Bongolava,MG14119,Fenoarivobe,MG14119031,Firavahana,MG14119031013,1360.000000000000000,1398.000000000000000,1436.000000000000000,1475.000000000000000,1515.000000000000000,1557.000000000000000,1599.000000000000000,1642.000000000000000,1686.000000000000000,1732.000000000000000,,,0
MDG11104230004,Fenosoa,FENOSOA,"104230004",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.25800241459,0.00239195848,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230004,1348.000000000000000,1385.000000000000000,1423.000000000000000,1462.000000000000000,1502.000000000000000,1543.000000000000000,1585.000000000000000,1627.000000000000000,1671.000000000000000,1716.000000000000000,,,0
MDG11106150012,Andandemy,ANDANDEMY,"106150012",MDG11106150,"106150",Miadanandriana,MIADANANDRIANA,MDG11106,Manjakandriana,184.00000000000,MANJAKANDRIANA,MANJAKANDRIANA,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.06807895778,0.00027961805,MG,Madagascar,MG11,Analamanga,MG11106,Manjakandriana,MG11106150,Miadanandriana,MG11106150012,323.000000000000000,332.000000000000000,341.000000000000000,350.000000000000000,360.000000000000000,370.000000000000000,380.000000000000000,390.000000000000000,400.000000000000000,411.000000000000000,,,0
MDG11104230006,Antsampanimahazo,ANTSAMPANIMAHAZO,"104230006",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.14261998751,0.00080632469,MG,Madagascar,MG14,Bongolava,MG14111,Tsiroanomandidy,MG14111030,Tsiroanomandidy Fihaonana,MG14111030007,1026.000000000000000,1054.000000000000000,1083.000000000000000,1113.000000000000000,1143.000000000000000,1174.000000000000000,1206.000000000000000,1239.000000000000000,1272.000000000000000,1306.000000000000000,,,0
MDG11104230009,Andriateiara,ANDRIATEIARA,"104230009",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.09502482249,0.00046491569,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230009,520.000000000000000,534.000000000000000,549.000000000000000,564.000000000000000,579.000000000000000,595.000000000000000,611.000000000000000,628.000000000000000,645.000000000000000,662.000000000000000,,,0
MDG11104230010,Andraiso,ANDRAISO,"104230010",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.14637804875,0.00104220868,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230010,311.000000000000000,320.000000000000000,328.000000000000000,337.000000000000000,347.000000000000000,356.000000000000000,366.000000000000000,375.000000000000000,386.000000000000000,396.000000000000000,,,0
MDG11104230008,Mandrosorasaha,MANDROSORASAHA,"104230008",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.17980074774,0.00116135847,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230008,801.000000000000000,823.000000000000000,846.000000000000000,869.000000000000000,893.000000000000000,917.000000000000000,942.000000000000000,967.000000000000000,993.000000000000000,1020.000000000000000,,,0
MDG11104230003,Talata Avaradrano,TALATA AVARADRANO,"104230003",MDG11104230,"104230",Miantso,MIANTSO,MDG11104,Ankazobe,128.00000000000,ANKAZOBE,ANKAZOBE,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.25510967339,0.00297296051,MG,Madagascar,MG11,Analamanga,MG11104,Ankazobe,MG11104230,Miantso,MG11104230003,2514.000000000000000,2583.000000000000000,2654.000000000000000,2727.000000000000000,2801.000000000000000,2877.000000000000000,2955.000000000000000,3035.000000000000000,3117.000000000000000,3201.000000000000000,,,0
MDG11102379004,Ambolo,AMBOLO,"102379004",MDG11102379,"102379",Talata Volonondry,TALATA VOLONONDRY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.09146194090,0.00045654341,MG,Madagascar,MG72,Sava,MG72710,Antalaha,MG72710050,Ampohibe,MG72710050008,679.000000000000000,698.000000000000000,717.000000000000000,737.000000000000000,757.000000000000000,777.000000000000000,798.000000000000000,820.000000000000000,842.000000000000000,865.000000000000000,,,0
MDG11102379003,Ambohimiadana,AMBOHIMIADANA,"102379003",MDG11102379,"102379",Talata Volonondry,TALATA VOLONONDRY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.05646088793,0.00017718812,MG,Madagascar,MG33,Alaotra Mangoro,MG33317,Anosibe-An'ala,MG33317071,Longozabe,MG33317071002,622.000000000000000,639.000000000000000,657.000000000000000,675.000000000000000,693.000000000000000,712.000000000000000,731.000000000000000,751.000000000000000,771.000000000000000,792.000000000000000,,,0
MDG11102379007,Ambohitrangano,AMBOHITRANGANO,"102379007",MDG11102379,"102379",Talata Volonondry,TALATA VOLONONDRY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.08736712547,0.00028773980,MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102379,Talata Volonondry,MG11102379007,449.000000000000000,461.000000000000000,474.000000000000000,487.000000000000000,500.000000000000000,514.000000000000000,528.000000000000000,542.000000000000000,557.000000000000000,572.000000000000000,,,0
MDG11102379006,Antsahamaro,ANTSAHAMARO,"102379006",MDG11102379,"102379",Talata Volonondry,TALATA VOLONONDRY,MDG11102,Antananarivo Avaradrano,133.00000000000,ANTANANARIVO AVARADRANO,ANTANANARIVO AVARADRANO,MDG11,Analamanga,4.00000000000,ANALAMANGA,ANALAMANGA,"1",ANTANANARIVO,"2",,"BNGRC (National Disaster Management Office), Fokontany (adm4)  polygons cleaned and merged by OCHA in 2017",0.07810081715,0.00031642097,MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102379,Talata Volonondry,MG11102379006,1159.000000000000000,1191.000000000000000,1224.000000000000000,1257.000000000000000,1292.000000000000000,1327.000000000000000,1362.000000000000000,1399.000000000000000,1437.000000000000000,1476.000000000000000,,,0
